cid,house,name,type,state,short_name,room,phone,fax,session_year
733,Assembly,"Assembly Task Force on Women's Issues","Task Forces and Other Entities",NY,"Women's Issues",NULL,NULL,NULL,2017
734,Assembly,"Assembly Floor",Floor,NY,"Assembly Floor",NULL,NULL,NULL,2017
735,Senate,"Senate Floor",Floor,NY,"Senate Floor",NULL,NULL,NULL,2017
736,Joint,"Joint Select Committee on Public Hearing",Select,NY,"Public Hearing",NULL,NULL,NULL,2017
737,Senate,"Senate Task Force on Heroin Task Force","Task Forces and Other Entities",NY,"Heroin Task Force",NULL,NULL,NULL,2017
738,Senate,"Senate Legislative Commission on Legislative Commission on Rural Resources","Legislative Commissions",NY,"Legislative Commission On Rural Resources",NULL,NULL,NULL,2017
739,Senate,"Senate Temporary Committee on Libraries","Temporary Committee",NY,Libraries,NULL,NULL,NULL,2017
740,Senate,"Senate Task Force on New York State Conference of Black Senators","Task Forces and Other Entities",NY,"New York State Conference Of Black Senators",NULL,NULL,NULL,2017
741,Senate,"Senate Task Force on Puerto Rican/Latino Caucus","Task Forces and Other Entities",NY,"Puerto Rican/Latino Caucus",NULL,NULL,NULL,2017
742,Senate,"Senate Temporary Committee on Science, Technology, Incubation and Entrepreneurship","Temporary Committee",NY,"Science, Technology, Incubation And Entrepreneurship",NULL,NULL,NULL,2017
743,Senate,"Senate Temporary Committee on State-Native American Relations","Temporary Committee",NY,"State-Native American Relations",NULL,NULL,NULL,2017
744,Senate,"Senate Task Force on Task Force on Lyme and Tick-Borne Diseases","Task Forces and Other Entities",NY,"Task Force On Lyme And Tick-Borne Diseases",NULL,NULL,NULL,2017
745,Senate,"Senate Task Force on The New York State Black, Puerto Rican, Hispanic and Asian Legislative Caucus","Task Forces and Other Entities",NY,"The New York State Black, Puerto Rican, Hispanic And Asian Legislative Caucus",NULL,NULL,NULL,2017
748,Senate,"Senate Legislative Commission on Administrative Regulations Review Commission (ARRC)","Legislative Commissions",NY,"Administrative Regulations Review Commission (ARRC)",NULL,NULL,NULL,2017
749,Senate,"Senate Agriculture Subcommittee on Invasive Species",Subcommittee,CA,"Invasive Species",583,"(916) 403-7397","(916) 403-7397",2017
750,Senate,"Senate Business, Professions and Economic Development Subcommittee on California's Innovation, Technology and Life Sciences Economy",Subcommittee,CA,"California's Innovation, Technology and Life Sciences Economy",2053,"(916) 266-9343","(916) 266-9343",2017
751,Senate,"Senate Energy, Utilities and Communications Subcommittee on Gas, Electric and Transportation Safety",Subcommittee,CA,"Gas, Electric and Transportation Safety",4035,"(916) 642-8979","(916) 642-8979",2017
752,Senate,"Senate Natural Resources and Water Subcommittee on Water Future for the Century",Subcommittee,CA,"Water Future for the Century",5046,"(916) 323-2232","(916) 323-2232",2017
753,Assembly,"Assembly Select Committee on 2024 Olympic and Paralympic Games",Select,CA,"2024 Olympic and Paralympic Games",,,,2017
754,Assembly,"Assembly Select Committee on Aerospace",Select,CA,Aerospace,,,,2017
755,Assembly,"Assembly Select Committee on Asia/California Trade and Investment Promotion",Select,CA,"Asia/California Trade and Investment Promotion",,,,2017
756,Assembly,"Assembly Select Committee on Biotechnology",Select,CA,Biotechnology,3123,,,2017
757,Assembly,"Assembly Select Committee on California's Clean Energy Economy",Select,CA,"California's Clean Energy Economy",,,,2017
758,Assembly,"Assembly Select Committee on California-México Bi-National Affairs",Select,CA,"California-México Bi-National Affairs",4139,,,2017
759,Assembly,"Assembly Select Committee on Campus Climate",Select,CA,"Campus Climate",,,,2017
760,Assembly,"Assembly Select Committee on Career Technical Education and Building a 21st Century Workforce",Select,CA,"Career Technical Education and Building a 21st Century Workforce",,,,2017
761,Assembly,"Assembly Select Committee on Coastal Protection and Access to Natural Resources",Select,CA,"Coastal Protection and Access to Natural Resources",3146,"(916) 319-2029",,2017
762,Assembly,"Assembly Select Committee on Community and Law Enforcement Relations and Responsibilities",Select,CA,"Community and Law Enforcement Relations and Responsibilities",,,,2017
763,Assembly,"Assembly Select Committee on Community College Affordability and Guided Pathways for Students",Select,CA,"Community College Affordability and Guided Pathways for Students",,,,2017
764,Assembly,"Assembly Select Committee on Craft Brewing and Distilling",Select,CA,"Craft Brewing and Distilling",,,,2017
765,Assembly,"Assembly Select Committee on Cybersecurity",Select,CA,Cybersecurity,,,,2017
766,Assembly,"Assembly Select Committee on Diabetes and Heart Disease Prevention",Select,CA,"Diabetes and Heart Disease Prevention",,,,2017
767,Assembly,"Assembly Select Committee on Domestic Violence",Select,CA,"Domestic Violence",,,,2017
768,Assembly,"Assembly Select Committee on Economic Development and Investment in Rural California",Select,CA,"Economic Development and Investment in Rural California",,,,2017
769,Assembly,"Assembly Select Committee on Emerging Technologies and Innovation",Select,CA,"Emerging Technologies and Innovation",2179,"(916) 319-2049","(916) 319-2149",2017
770,Assembly,"Assembly Select Committee on End of Life Health Care",Select,CA,"End of Life Health Care",,,,2017
771,Assembly,"Assembly Select Committee on Environmental Quality and the Green Economy in the Inland Empire",Select,CA,"Environmental Quality and the Green Economy in the Inland Empire",,,,2017
772,Assembly,"Assembly Select Committee on Foster Care",Select,CA,"Foster Care",,,,2017
773,Assembly,"Assembly Select Committee on Growing Jobs in the San Fernando Valley",Select,CA,"Growing Jobs in the San Fernando Valley",,,,2017
774,Assembly,"Assembly Select Committee on Hate Crimes",Select,CA,"Hate Crimes",,,,2017
775,Assembly,"Assembly Select Committee on Health Care Delivery Systems and Universal Coverage",Select,CA,"Health Care Delivery Systems and Universal Coverage",,,,2017
776,Assembly,"Assembly Select Committee on Homelessness",Select,CA,Homelessness,,,,2017
777,Assembly,"Assembly Select Committee on Housing Affordability for the Middle and Working Class",Select,CA,"Housing Affordability for the Middle and Working Class",,,,2017
778,Assembly,"Assembly Select Committee on Improving Bay Area Transportation Systems",Select,CA,"Improving Bay Area Transportation Systems",,,,2017
779,Assembly,"Assembly Select Committee on Infectious Diseases in High Risk Disadvantaged Communities",Select,CA,"Infectious Diseases in High Risk Disadvantaged Communities",,,,2017
780,Assembly,"Assembly Select Committee on Local Public Safety and Emergency Preparedness",Select,CA,"Local Public Safety and Emergency Preparedness",,,,2017
781,Assembly,"Assembly Select Committee on Master Plan for Higher Education in California",Select,CA,"Master Plan for Higher Education in California",,,,2017
782,Assembly,"Assembly Select Committee on Non-Profit Sector",Select,CA,"Non-Profit Sector",,,,2017
783,Assembly,"Assembly Select Committee on Ports and Goods Movement",Select,CA,"Ports and Goods Movement",,,,2017
784,Assembly,"Assembly Select Committee on Rail",Select,CA,Rail,,,,2017
785,Assembly,"Assembly Select Committee on Regional Transportation Solutions",Select,CA,"Regional Transportation Solutions",,,,2017
786,Assembly,"Assembly Select Committee on Science, Technology, Engineering and Math Education",Select,CA,"Science, Technology, Engineering and Math Education",,,,2017
787,Assembly,"Assembly Select Committee on Small Business and Entrepreneurship",Select,CA,"Small Business and Entrepreneurship",,,,2017
788,Assembly,"Assembly Select Committee on Status of Boys and Men of Color",Select,CA,"Status of Boys and Men of Color",,,,2017
789,Assembly,"Assembly Select Committee on Streamlining Services for Victims of Interpersonal Violence",Select,CA,"Streamlining Services for Victims of Interpersonal Violence",,,,2017
790,Assembly,"Assembly Select Committee on Veteran Employment and Education",Select,CA,"Veteran Employment and Education",,,,2017
791,Assembly,"Assembly Select Committee on Waste Reduction and Recycling in the 21st Century California",Select,CA,"Waste Reduction and Recycling in the 21st Century California",,,,2017
792,Assembly,"Assembly Select Committee on Wine",Select,CA,Wine,,,,2017
793,Assembly,"Assembly Select Committee on Women in the Workplace",Select,CA,"Women in the Workplace",,,,2017
794,Assembly,"Assembly Select Committee on Youth and California's Future",Select,CA,"Youth and California's Future",,,,2017
795,Senate,"Senate Select Committee on California, Armenia and Artsakh Mutual Trade, Art and Cultural Exchange",Select,CA,"California, Armenia and Artsakh Mutual Trade, Art and Cultural Exchange",3086,"(916) 651-4025",,2017
796,Senate,"Senate Select Committee on Career Technology and the New Economy",Select,CA,"Career Technology and the New Economy",4034,"(916) 651-4031",,2017
797,Senate,"Senate Select Committee on Student Success",Select,CA,"Student Success",5108,"(916) 651-4007",,2017
798,Senate,"Senate Select Committee on U.S. Citizen Youth Exiled in Mexico",Select,CA,"U.S. Citizen Youth Exiled in Mexico",5050,"(916) 651-4033",,2017
799,Senate,"Senate Select Committee on Women, Work and Families",Select,CA,"Women, Work and Families",2032,"(916) 651-4019",,2017
800,Joint,"Joint Legislative Committee on Climate Change Policies",Joint,CA,"Climate Change Policies","4140 and the phone number is (916) 319-2056","(De León)",,2017
801,Joint,"Joint Committee on Joint Legislative Budget General Conference Committee",Joint,NY,"Joint Legislative Budget General Conference Committee",NULL,NULL,NULL,2017
802,Joint,"Joint Committee on Joint Legislative Budget Conference Committee: Health",Joint,NY,"Joint Legislative Budget Conference Committee: Health",NULL,NULL,NULL,2017
803,Joint,"Joint Committee on Joint Legislative Budget Conference Committee: Mental Health",Joint,NY,"Joint Legislative Budget Conference Committee: Mental Health",NULL,NULL,NULL,2017
804,Joint,"Joint Committee on Joint Legislative Budget Conference Committee: Transportation",Joint,NY,"Joint Legislative Budget Conference Committee: Transportation",NULL,NULL,NULL,2017
805,Joint,"Joint Committee on Joint Legislative Budget Conference Committee: General Government",Joint,NY,"Joint Legislative Budget Conference Committee: General Government",NULL,NULL,NULL,2017
806,Joint,"Joint Committee on Joint Legislative Budget Conference Committee: Labor",Joint,NY,"Joint Legislative Budget Conference Committee: Labor",NULL,NULL,NULL,2017
807,Joint,"Joint Committee on Joint Legislative Budget Conference Committee: Higher Education",Joint,NY,"Joint Legislative Budget Conference Committee: Higher Education",NULL,NULL,NULL,2017
808,Joint,"Joint Committee on Joint Legislative Budget Conference Committee: Education",Joint,NY,"Joint Legislative Budget Conference Committee: Education",NULL,NULL,NULL,2017
809,Joint,"Joint Committee on Joint Legislative Budget Conference Committee: Economic Development",Joint,NY,"Joint Legislative Budget Conference Committee: Economic Development",NULL,NULL,NULL,2017
810,Joint,"Joint Committee on Joint Legislative Budget Conference Committee: Environmental Conservation",Joint,NY,"Joint Legislative Budget Conference Committee: Environmental Conservation",NULL,NULL,NULL,2017
811,Joint,"Joint Committee on Joint Legislative Budget Conference Committee: Public Protection",Joint,NY,"Joint Legislative Budget Conference Committee: Public Protection",NULL,NULL,NULL,2017
817,Joint,"Joint Committee on Joint Legislative Budget Conference Committee: Human Services",Joint,NY,"Joint Legislative Budget Conference Committee: Human Services",NULL,NULL,NULL,2017
818,House,"House Standing Committee on Ways & Means",Standing,FL,"Ways & Means",NULL,NULL,NULL,2017
819,House,"House Health & Human Services Committee Subcommittee on Health Innovation",Subcommittee,FL,"Health Innovation",NULL,NULL,NULL,2017
820,House,"House Commerce Committee Subcommittee on Insurance & Banking",Subcommittee,FL,"Insurance & Banking",NULL,NULL,NULL,2017
821,House,"House Commerce Committee Subcommittee on Careers & Competition",Subcommittee,FL,"Careers & Competition",NULL,NULL,NULL,2017
822,House,"House Appropriations Committee Subcommittee on Government Operations & Technology Appropriations",Subcommittee,FL,"Government Operations & Technology Appropriations",NULL,NULL,NULL,2017
823,House,"House Government Accountability Committee Subcommittee on Transportation & Infrastructure",Subcommittee,FL,"Transportation & Infrastructure",NULL,NULL,NULL,2017
824,House,"House Education Committee Subcommittee on PreK-12 Innovation",Subcommittee,FL,"PreK-12 Innovation",NULL,NULL,NULL,2017
825,House,"House Standing Committee on Appropriations",Standing,FL,Appropriations,NULL,NULL,NULL,2017
826,House,"House Commerce Committee Subcommittee on Tourism & Gaming Control",Subcommittee,FL,"Tourism & Gaming Control",NULL,NULL,NULL,2017
827,House,"House Appropriations Committee Subcommittee on PreK-12 Appropriations",Subcommittee,FL,"PreK-12 Appropriations",NULL,NULL,NULL,2017
828,House,"House Education Committee Subcommittee on Post-Secondary Education",Subcommittee,FL,"Post-Secondary Education",NULL,NULL,NULL,2017
829,House,"House Standing Committee on Public Integrity & Ethics",Standing,FL,"Public Integrity & Ethics",NULL,NULL,NULL,2017
830,House,"House Appropriations Committee Subcommittee on Higher Education Appropriations",Subcommittee,FL,"Higher Education Appropriations",NULL,NULL,NULL,2017
831,House,"House Commerce Committee Subcommittee on Agriculture & Property Rights",Subcommittee,FL,"Agriculture & Property Rights",NULL,NULL,NULL,2017
832,House,"House Government Accountability Committee Subcommittee on Natural Resources & Public Lands",Subcommittee,FL,"Natural Resources & Public Lands",NULL,NULL,NULL,2017
833,House,"House Commerce Committee Subcommittee on Energy & Utilities",Subcommittee,FL,"Energy & Utilities",NULL,NULL,NULL,2017
834,House,"House Select Committee on Triumph Gulf Coast",Select,FL,"Triumph Gulf Coast",NULL,NULL,NULL,2017
835,House,"House Appropriations Committee Subcommittee on Justice Appropriations",Subcommittee,FL,"Justice Appropriations",NULL,NULL,NULL,2017
836,House,"House Government Accountability Committee Subcommittee on Oversight, Transparency & Administration",Subcommittee,FL,"Oversight, Transparency & Administration",NULL,NULL,NULL,2017
837,House,"House Appropriations Committee Subcommittee on Health Care Appropriations",Subcommittee,FL,"Health Care Appropriations",NULL,NULL,NULL,2017
838,House,"House Government Accountability Committee Subcommittee on Local, Federal & Veterans Affairs",Subcommittee,FL,"Local, Federal & Veterans Affairs",NULL,NULL,NULL,2017
839,House,"House Health & Human Services Committee Subcommittee on Children, Families & Seniors",Subcommittee,FL,"Children, Families & Seniors",NULL,NULL,NULL,2017
840,House,"House Health & Human Services Committee Subcommittee on Health Quality",Subcommittee,FL,"Health Quality",NULL,NULL,NULL,2017
841,House,"House Standing Committee on Judiciary",Standing,FL,Judiciary,NULL,NULL,NULL,2017
842,House,"House Standing Committee on Commerce",Standing,FL,Commerce,NULL,NULL,NULL,2017
843,House,"House Appropriations Committee Subcommittee on Transportation & Tourism Appropriations",Subcommittee,FL,"Transportation & Tourism Appropriations",NULL,NULL,NULL,2017
844,House,"House Standing Committee on Education",Standing,FL,Education,NULL,NULL,NULL,2017
845,House,"House Judiciary Committee Subcommittee on Criminal Justice",Subcommittee,FL,"Criminal Justice",NULL,NULL,NULL,2017
846,House,"House Education Committee Subcommittee on PreK-12 Quality",Subcommittee,FL,"PreK-12 Quality",NULL,NULL,NULL,2017
847,House,"House Appropriations Committee Subcommittee on Agriculture & Natural Resources Appropriations",Subcommittee,FL,"Agriculture & Natural Resources Appropriations",NULL,NULL,NULL,2017
848,House,"House Standing Committee on Government Accountability",Standing,FL,"Government Accountability",NULL,NULL,NULL,2017
849,House,"House Judiciary Committee Subcommittee on Civil Justice & Claims",Subcommittee,FL,"Civil Justice & Claims",NULL,NULL,NULL,2017
850,House,"House Standing Committee on Health & Human Services",Standing,FL,"Health & Human Services",NULL,NULL,NULL,2017
851,House,"House Standing Committee on Rules & Policy",Standing,FL,"Rules & Policy",NULL,NULL,NULL,2017
852,Senate,"Senate Standing Committee on Agriculture",Standing,FL,Agriculture,NULL,NULL,NULL,2017
853,Senate,"Senate Standing Committee on Banking and Insurance",Standing,FL,"Banking and Insurance",NULL,NULL,NULL,2017
854,Senate,"Senate Standing Committee on Children, Families, and Elder Affairs",Standing,FL,"Children, Families, and Elder Affairs",NULL,NULL,NULL,2017
855,Senate,"Senate Standing Committee on Commerce and Tourism",Standing,FL,"Commerce and Tourism",NULL,NULL,NULL,2017
856,Senate,"Senate Standing Committee on Communications, Energy, and Public Utilities",Standing,FL,"Communications, Energy, and Public Utilities",NULL,NULL,NULL,2017
857,Senate,"Senate Standing Committee on Community Affairs",Standing,FL,"Community Affairs",NULL,NULL,NULL,2017
858,Senate,"Senate Standing Committee on Criminal Justice",Standing,FL,"Criminal Justice",NULL,NULL,NULL,2017
859,Senate,"Senate Standing Committee on Environmental Preservation and Conservation",Standing,FL,"Environmental Preservation and Conservation",NULL,NULL,NULL,2017
860,Senate,"Senate Standing Committee on Governmental Oversight and Accountability",Standing,FL,"Governmental Oversight and Accountability",NULL,NULL,NULL,2017
861,Senate,"Senate Standing Committee on Judiciary",Standing,FL,Judiciary,NULL,NULL,NULL,2017
862,Senate,"Senate Standing Committee on Regulated Industries",Standing,FL,"Regulated Industries",NULL,NULL,NULL,2017
863,Senate,"Senate Standing Committee on Rules",Standing,FL,Rules,NULL,NULL,NULL,2017
864,Senate,"Senate Standing Committee on Transportation",Standing,FL,Transportation,NULL,NULL,NULL,2017
865,Senate,"Senate Standing Committee on Appropriations",Standing,FL,Appropriations,NULL,NULL,NULL,2017
866,Senate,"Senate Standing Committee on Ethics and Elections",Standing,FL,"Ethics and Elections",NULL,NULL,NULL,2017
867,Senate,"Senate Standing Committee on Health Policy",Standing,FL,"Health Policy",NULL,NULL,NULL,2017
868,Senate,"Senate Standing Committee on Military and Veterans Affairs, Space, and Domestic Security",Standing,FL,"Military and Veterans Affairs, Space, and Domestic Security",NULL,NULL,NULL,2017
869,Senate,"Senate Appropriations Subcommittee on Finance and Tax",Subcommittee,FL,"Finance and Tax",NULL,NULL,NULL,2017
870,Senate,"Senate Appropriations Subcommittee on Health and Human Services",Subcommittee,FL,"Health and Human Services",NULL,NULL,NULL,2017
871,Senate,"Senate Appropriations Subcommittee on Criminal and Civil Justice",Subcommittee,FL,"Criminal and Civil Justice",NULL,NULL,NULL,2017
872,Senate,"Senate Appropriations Subcommittee on General Government",Subcommittee,FL,"General Government",NULL,NULL,NULL,2017
873,Senate,"Senate Appropriations Subcommittee on the Environment and Natural Resources",Subcommittee,FL,"Environment and Natural Resources",NULL,NULL,NULL,2017
874,Senate,"Senate Standing Committee on Education",Standing,FL,Education,NULL,NULL,NULL,2017
875,Senate,"Senate Appropriations Subcommittee on Higher Education",Subcommittee,FL,"Higher Education",NULL,NULL,NULL,2017
876,Senate,"Senate Appropriations Subcommittee on Pre-K - 12 Education",Subcommittee,FL,"Pre-K - 12 Education",NULL,NULL,NULL,2017
877,Senate,"Senate Appropriations Subcommittee on Transportation, Tourism, and Economic Development",Subcommittee,FL,"Transportation, Tourism, and Economic Development",NULL,NULL,NULL,2017
878,Senate,"Senate Standing Committee on Insurance, Banking and Financial Institutions",Standing,CA,"Insurance, Banking and Financial Institutions",2195,"(916) 266-9353","(916) 266-9353",2017
879,Senate,"Senate Floor",Floor,FL,"Senate Floor",NULL,NULL,NULL,2017
880,House,"House Floor",Floor,FL,"House Floor",NULL,NULL,NULL,2017
881,Senate,"Senate Special Order Calendar Group",Special,FL,"Special Order Calendar Group",NULL,NULL,NULL,2017
882,House,"House Standing Committee on Local & Consent Calendars",Standing,TX,"Local & Consent Calendars",NULL,NULL,NULL,2017
883,House,"House Standing Committee on Judiciary & Civil Jurisprudence",Standing,TX,"Judiciary & Civil Jurisprudence",NULL,NULL,NULL,2017
884,House,"House Standing Committee on Redistricting",Standing,TX,Redistricting,NULL,NULL,NULL,2017
885,House,"House Standing Committee on Urban Affairs",Standing,TX,"Urban Affairs",NULL,NULL,NULL,2017
886,House,"House Standing Committee on Rules & Resolutions",Standing,TX,"Rules & Resolutions",NULL,NULL,NULL,2017
887,House,"House Standing Committee on Ways & Means",Standing,TX,"Ways & Means",NULL,NULL,NULL,2017
888,House,"House Standing Committee on Land & Resource Management",Standing,TX,"Land & Resource Management",NULL,NULL,NULL,2017
889,House,"House Standing Committee on Higher Education",Standing,TX,"Higher Education",NULL,NULL,NULL,2017
890,House,"House Standing Committee on Human Services",Standing,TX,"Human Services",NULL,NULL,NULL,2017
891,House,"House Standing Committee on Corrections",Standing,TX,Corrections,NULL,NULL,NULL,2017
892,House,"House Standing Committee on Public Health",Standing,TX,"Public Health",NULL,NULL,NULL,2017
893,House,"House Standing Committee on Criminal Jurisprudence",Standing,TX,"Criminal Jurisprudence",NULL,NULL,NULL,2017
894,House,"House Standing Committee on Elections",Standing,TX,Elections,NULL,NULL,NULL,2017
895,House,"House Standing Committee on State Affairs",Standing,TX,"State Affairs",NULL,NULL,NULL,2017
896,House,"House Standing Committee on Transportation",Standing,TX,Transportation,NULL,NULL,NULL,2017
897,House,"House Standing Committee on Natural Resources",Standing,TX,"Natural Resources",NULL,NULL,NULL,2017
898,House,"House Standing Committee on Public Education",Standing,TX,"Public Education",NULL,NULL,NULL,2017
899,House,"House Standing Committee on Insurance",Standing,TX,Insurance,NULL,NULL,NULL,2017
900,House,"House Standing Committee on Business & Industry",Standing,TX,"Business & Industry",NULL,NULL,NULL,2017
901,House,"House Standing Committee on Calendars",Standing,TX,Calendars,NULL,NULL,NULL,2017
902,House,"House Standing Committee on Defense & Veterans' Affairs",Standing,TX,"Defense & Veterans' Affairs",NULL,NULL,NULL,2017
903,House,"House Standing Committee on Licensing & Administrative Procedures",Standing,TX,"Licensing & Administrative Procedures",NULL,NULL,NULL,2017
904,House,"House Standing Committee on Environmental Regulation",Standing,TX,"Environmental Regulation",NULL,NULL,NULL,2017
905,House,"House Standing Committee on Energy Resources",Standing,TX,"Energy Resources",NULL,NULL,NULL,2017
906,House,"House Standing Committee on House Administration",Standing,TX,"House Administration",NULL,NULL,NULL,2017
907,House,"House Standing Committee on County Affairs",Standing,TX,"County Affairs",NULL,NULL,NULL,2017
908,House,"House Standing Committee on General Investigating & Ethics",Standing,TX,"General Investigating & Ethics",NULL,NULL,NULL,2017
909,House,"House Standing Committee on Culture, Recreation & Tourism",Standing,TX,"Culture, Recreation & Tourism",NULL,NULL,NULL,2017
910,House,"House Standing Committee on Appropriations",Standing,TX,Appropriations,NULL,NULL,NULL,2017
911,House,"House Standing Committee on Homeland Security & Public Safety",Standing,TX,"Homeland Security & Public Safety",NULL,NULL,NULL,2017
912,House,"House Standing Committee on Economic & Small Business Development",Standing,TX,"Economic & Small Business Development",NULL,NULL,NULL,2017
913,House,"House Standing Committee on Agriculture & Livestock",Standing,TX,"Agriculture & Livestock",NULL,NULL,NULL,2017
914,House,"House Standing Committee on Pensions",Standing,TX,Pensions,NULL,NULL,NULL,2017
915,House,"House Standing Committee on Special Purpose Districts",Standing,TX,"Special Purpose Districts",NULL,NULL,NULL,2017
916,House,"House Standing Committee on Investments & Financial Services",Standing,TX,"Investments & Financial Services",NULL,NULL,NULL,2017
917,House,"House Standing Committee on International Trade & Intergovernmental Affairs",Standing,TX,"International Trade & Intergovernmental Affairs",NULL,NULL,NULL,2017
918,House,"House Standing Committee on Juvenile Justice & Family Issues",Standing,TX,"Juvenile Justice & Family Issues",NULL,NULL,NULL,2017
919,House,"House Standing Committee on Government Transparency & Operation",Standing,TX,"Government Transparency & Operation",NULL,NULL,NULL,2017
920,House,"House Select Committee on State & Federal Power & Responsibility",Select,TX,"State & Federal Power & Responsibility",NULL,NULL,NULL,2017
921,House,"House Subcommittee on Article II",Subcommittee,TX,"Article II",NULL,NULL,NULL,2017
922,House,"House Subcommittee on Budget Transparency & Reform",Subcommittee,TX,"Budget Transparency & Reform",NULL,NULL,NULL,2017
923,House,"House Subcommittee on Articles I, IV & V",Subcommittee,TX,"Articles I, IV & V",NULL,NULL,NULL,2017
924,House,"House Subcommittee on Articles VI, VII & VIII",Subcommittee,TX,"Articles VI, VII & VIII",NULL,NULL,NULL,2017
925,House,"House Subcommittee on Article III",Subcommittee,TX,"Article III",NULL,NULL,NULL,2017
926,House,"House Subcommittee on Educator Quality",Subcommittee,TX,"Educator Quality",NULL,NULL,NULL,2017
927,House,"House Subcommittee on Small Business",Subcommittee,TX,"Small Business",NULL,NULL,NULL,2017
928,House,"House Subcommittee on Special Water Districts",Subcommittee,TX,"Special Water Districts",NULL,NULL,NULL,2017
929,House,"House Subcommittee on Bond Indebtedness",Subcommittee,TX,"Bond Indebtedness",NULL,NULL,NULL,2017
930,House,"House Select Committee on Texas Ports, Innovation & Infrastructure",Select,TX,"Texas Ports, Innovation & Infrastructure",NULL,NULL,NULL,2017
931,Senate,"Senate Standing Committee on Higher Education",Standing,TX,"Higher Education",NULL,NULL,NULL,2017
932,Senate,"Senate Standing Committee on Education",Standing,TX,Education,NULL,NULL,NULL,2017
933,Senate,"Senate Standing Committee on Business & Commerce",Standing,TX,"Business & Commerce",NULL,NULL,NULL,2017
934,Senate,"Senate Standing Committee on Committee of the Whole Senate",Standing,TX,"Committee of the Whole Senate",NULL,NULL,NULL,2017
935,Senate,"Senate Standing Committee on Finance",Standing,TX,Finance,NULL,NULL,NULL,2017
936,Senate,"Senate Standing Committee on Nominations",Standing,TX,Nominations,NULL,NULL,NULL,2017
937,Senate,"Senate Standing Committee on Intergovernmental Relations",Standing,TX,"Intergovernmental Relations",NULL,NULL,NULL,2017
938,Senate,"Senate Standing Committee on State Affairs",Standing,TX,"State Affairs",NULL,NULL,NULL,2017
939,Senate,"Senate Standing Committee on Health & Human Services",Standing,TX,"Health & Human Services",NULL,NULL,NULL,2017
940,Senate,"Senate Standing Committee on Criminal Justice",Standing,TX,"Criminal Justice",NULL,NULL,NULL,2017
941,Senate,"Senate Standing Committee on Administration",Standing,TX,Administration,NULL,NULL,NULL,2017
942,Senate,"Senate Standing Committee on Transportation",Standing,TX,Transportation,NULL,NULL,NULL,2017
943,Senate,"Senate Standing Committee on Agriculture, Water & Rural Affairs",Standing,TX,"Agriculture, Water & Rural Affairs",NULL,NULL,NULL,2017
944,Senate,"Senate Standing Committee on Natural Resources & Economic Development",Standing,TX,"Natural Resources & Economic Development",NULL,NULL,NULL,2017
945,Senate,"Senate Standing Committee on Veteran Affairs & Border Security",Standing,TX,"Veteran Affairs & Border Security",NULL,NULL,NULL,2017
946,Senate,"Senate Floor",Floor,TX,"Senate Floor",NULL,NULL,NULL,2017
947,House,"House Floor",Floor,TX,"House Floor",NULL,NULL,NULL,2017
948,Assembly,"Assembly Rules Subcommittee on Harassment, Discrimination, and Retaliation Prevention and Response",Subcommittee,CA,"Harassment, Discrimination, and Retaliation Prevention and Response",3016,"(916) 319-2800","(916) 319-2810",2017
949,Senate,"Senate Health Subcommittee on Healthcare Workforce and Access to Care",Subcommittee,CA,"Healthcare Workforce and Access to Care",2191,"(916) 266-9438","(916) 266-9438",2017
950,Senate,"Senate Select Committee on Government Reform",Select,TX,"Government Reform",NULL,NULL,NULL,2017
951,Joint,"Joint Administrative Procedures Committee",Joint,FL,"Joint Administrative Procedures",NULL,NULL,NULL,2017
952,Joint,"Joint Committee on Public Counsel Oversight",Joint,FL,"Public Counsel Oversight ",NULL,NULL,NULL,2017
953,Joint,"Joint Legislative Auditing Committee",Joint,FL,"Joint Legislative Auditing",NULL,NULL,NULL,2017
954,Joint,"Joint Legislative Budget Commission",Joint,FL,"Joint Legislative Budget Commission",NULL,NULL,NULL,2017
955,Joint,"Joint Select Committee on Collective Bargaining","Joint Select",FL,"Collective Bargaining",NULL,NULL,NULL,2017
957,Joint,"Conference Committee on Gaming",Joint,FL,"Conference Committee on Gaming",NULL,NULL,NULL,2017
958,Senate,"Senate Business, Professions and Economic Development Subcommittee on Professions and Licensure",Subcommittee,CA,"Professions and Licensur",NULL,NULL,NULL,2017
959,Joint,"Oversight Committee on Health & Human Services Transition",Oversight,TX,"Health & Human Services Transition","EXT E1.038","(512) 463-0370",NULL,2017
960,Joint,"Joint Administrative Procedures Committee",Joint,FL,"Joint Administrative Procedures",NULL,NULL,NULL,2018
961,Joint,"Joint Committee on Public Counsel Oversight",Joint,FL,"Public Counsel Oversight",NULL,NULL,NULL,2018
962,Joint,"Joint Legislative Auditing Committee",Joint,FL,"Joint Legislative Auditing",NULL,NULL,NULL,2018
963,Joint,"Joint Legislative Budget Commission",Joint,FL,"Joint Legislative Budget Commission",NULL,NULL,NULL,2018
964,Joint,"Joint Select Committee on Collective Bargaining","Joint Select",FL,"Collective Bargaining",NULL,NULL,NULL,2018
965,House,"House Select Committee on Economic Competitiveness",Select,TX,"Economic Competitiveness",NULL,NULL,NULL,2017
966,Assembly,"Assembly Select Committee on Waste Reduction and Recycling in 21st Century California",Select,CA,"Waste Reduction and Recycling in 21st Century California",NULL,NULL,NULL,2017
