pid,last,first,image,lastTouched,middle,lastTouched_ts,source,dr_changed,dr_changed_ts,suffix,title
21,Cooper,Jim,ProfilePic_21.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
22,McCarty,Kevin,ProfilePic_22.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
23,Quirk,Bill,ProfilePic_23.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
24,Gaines,Ted,ProfilePic_24.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
25,Monning,Bill,ProfilePic_25.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
26,Stone,Jeff,ProfilePic_26.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
27,Gray,Adam,ProfilePic_27.png,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
28,Gipson,Mike,ProfilePic_28.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
29,Waldron,Marie,ProfilePic_29.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT-LegislativeStaff,"2018-04-16 21:08:17",1523912897,NULL,NULL
30,Ting,Philip,ProfilePic_30.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
31,Mullin,Kevin,ProfilePic_31.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
32,Chu,Kansen,ProfilePic_32.png,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
33,Perea,Henry,31.jpg,"2018-04-16 21:08:17",NULL,1523912897,NULL,"2018-04-16 21:08:17",1523912897,NULL,NULL
34,Salas,Rudy,ProfilePic_34.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
35,Steinorth,Marc,ProfilePic_35.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
36,Nazarian,Adrin,ProfilePic_36.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
37,Hernandez,Roger,AD48_photo.jpg,"2018-04-16 21:08:17",NULL,1523912897,NULL,"2018-04-16 21:08:17",1523912897,NULL,NULL
38,Garcia,Eduardo,ProfilePic_38.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
39,Linder,Eric,AD-60-Eric_Linder.jpg,"2018-04-16 21:08:17",NULL,1523912897,NULL,"2018-04-16 21:08:17",1523912897,NULL,NULL
40,Hadley,David,Hadley_LDC_headshot.jpg,"2018-04-16 21:08:17",NULL,1523912897,NULL,"2018-04-16 21:08:17",1523912897,NULL,NULL
41,Melendez,Melissa,ProfilePic_41.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
42,Jones,Brian,ProfilePic42.jpg,"2018-12-26 10:36:41",W,1545820601,NULL,"2018-12-26 10:36:41",1545820601,NULL,NULL
43,Allen,Travis,ProfilePic_43.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
44,Weber,Shirley,ProfilePic_44.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
45,Cooley,Ken,ProfilePic_45.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT-GeneralPublic,"2018-04-16 21:08:17",1523912897,NULL,NULL
46,Gatto,Mike,AD43.jpg,"2018-04-16 21:08:17",NULL,1523912897,NULL,"2018-04-16 21:08:17",1523912897,NULL,NULL
47,Dahle,Brian,ProfilePic_47.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
48,Hueso,Ben,ProfilePic_48.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
49,Fuller,Jean,ProfilePic_49.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
50,Dababneh,Matthew,ProfilePic_50.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
51,Morrell,Mike,ProfilePic_51.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
52,Mendoza,Tony,ProfilePic_52.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT-LegislativeStaff,"2018-04-16 21:08:17",1523912897,NULL,NULL
53,"Gonzalez Fletcher",Lorena,ProfilePic_53.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT-LegislativeStaff,"2018-04-16 21:08:17",1523912897,NULL,NULL
54,Berryhill,Tom,ProfilePic_54.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
55,Wieckowski,Bob,ProfilePic_55.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT-LegislativeStaff,"2018-04-16 21:08:17",1523912897,NULL,NULL
56,Vidak,Andy,ProfilePic_56.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
57,Anderson,Joel,ProfilePic_57.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
58,Bates,Patricia,ProfilePic_58.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
59,Block,Marty,block.jpg,"2018-04-16 21:08:17",NULL,1523912897,NULL,"2018-04-16 21:08:17",1523912897,NULL,NULL
60,Leno,Mark,leno-mark.jpg,"2018-04-16 21:08:17",NULL,1523912897,NULL,"2018-04-16 21:08:17",1523912897,NULL,NULL
61,Cannella,Anthony,ProfilePic_61.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
62,Leyva,Connie,ProfilePic_62.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
63,Liu,Carol,liu-carol.jpg,"2018-04-16 21:08:17",NULL,1523912897,NULL,"2018-04-16 21:08:17",1523912897,NULL,NULL
64,Mitchell,Holly,ProfilePic_64.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT-LegislativeStaff,"2018-04-16 21:08:17",1523912897,NULL,NULL
65,Nguyen,Janet,ProfilePic_65.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
66,Hill,Jerry,ProfilePic_66.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT-LegislativeStaff,"2018-04-16 21:08:17",1523912897,NULL,NULL
67,Ridley-Thomas,Sebastian,ProfilePic_67.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT-GeneralPublic,"2018-04-16 21:08:17",1523912897,NULL,NULL
68,Nielsen,Jim,ProfilePic_68.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
69,Rodriguez,Freddie,ProfilePic_69.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
70,Allen,Benjamin,ProfilePic_70.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
71,Dodd,Bill,ProfilePic_71.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
72,Wood,Jim,ProfilePic_72.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
73,Eggman,Susan,ProfilePic73.jpg,"2018-12-26 10:36:41",Talamantes,1545820601,TT_Tool,"2018-12-26 10:36:41",1545820601,NULL,NULL
74,Baker,Catharine,ProfilePic_74.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
75,Mathis,Devon,ProfilePic_75.png,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
76,Campos,Nora,23.jpg,"2018-04-16 21:08:17",NULL,1523912897,NULL,"2018-04-16 21:08:17",1523912897,NULL,NULL
77,Grove,Shannon,ProfilePic77.jpg,"2018-12-26 10:36:41",NULL,1545820601,NULL,"2018-12-26 10:36:41",1545820601,NULL,NULL
78,Holden,Chris,ProfilePic_78.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
79,Mayes,Chad,ProfilePic_79.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
80,Gomez,Jimmy,ProfilePic_80.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT-GeneralPublic,"2018-04-16 21:08:17",1523912897,NULL,NULL
81,Medina,Jose,ProfilePic_81.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
82,Kim,Young,Kim_LDC_headshot.jpg,"2018-04-16 21:08:17",NULL,1523912897,NULL,"2018-04-16 21:08:17",1523912897,NULL,NULL
83,Chavez,Rocky,ProfilePic_83.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
84,Maienschein,Brian,ProfilePic_84.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
85,Bonta,Rob,ProfilePic_85.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
86,Obernolte,Jay,ProfilePic_86.png,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
87,Jones-Sawyer,Reginald,ProfilePic_87.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
88,Wagner,Donald,70.jpg,"2018-04-16 21:08:17",NULL,1523912897,NULL,"2018-04-16 21:08:17",1523912897,NULL,NULL
89,Lopez,Patty,AD39_Lopez.jpg,"2018-04-16 21:08:17",NULL,1523912897,NULL,"2018-04-16 21:08:17",1523912897,NULL,NULL
91,Bigelow,Frank,ProfilePic_91.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
92,Beall,Jim,ProfilePic_92.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
93,McGuire,Mike,ProfilePic_93.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT-LegislativeStaff,"2018-04-16 21:08:17",1523912897,NULL,NULL
94,Wolk,Lois,wolk-lois.jpg,"2018-04-16 21:08:17",NULL,1523912897,NULL,"2018-04-16 21:08:17",1523912897,NULL,NULL
95,Galgiani,Cathleen,ProfilePic_95.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
96,Pan,Richard,ProfilePic_96.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
98,Hancock,Loni,hancock-loni.jpg,"2018-04-16 21:08:17",NULL,1523912897,NULL,"2018-04-16 21:08:17",1523912897,NULL,NULL
99,Hertzberg,Robert,ProfilePic_99.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
100,Jackson,Hannah-Beth,ProfilePic_100.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
102,"De Leon",Kevin,ProfilePic_102.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
103,Hernandez,Ed,ProfilePic_103.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
104,Pavley,Fran,pavley-fran.jpg,"2018-04-16 21:08:17",NULL,1523912897,NULL,"2018-04-16 21:08:17",1523912897,NULL,NULL
105,Huff,Bob,huff-bob.jpg,"2018-04-16 21:08:17",NULL,1523912897,NULL,"2018-04-16 21:08:17",1523912897,NULL,NULL
106,Roth,Richard,ProfilePic_106.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
107,Lara,Ricardo,ProfilePic_107.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT-LegislativeStaff,"2018-04-16 21:08:17",1523912897,NULL,NULL
108,Gallagher,James,ProfilePic_108.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
109,Gaines,Beth,4.jpg,"2018-04-16 21:08:17",NULL,1523912897,NULL,"2018-04-16 21:08:17",1523912897,NULL,NULL
110,Atkins,Toni,ProfilePic_110.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
111,Brough,William,ProfilePic_111.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
112,Garcia,Cristina,ProfilePic_112.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
113,O'Donnell,Patrick,ProfilePic_113.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
114,Frazier,Jim,ProfilePic_114.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
115,Calderon,Ian,ProfilePic115.jpg,"2018-12-26 10:36:42",Charles,1545820602,TT_Tool,"2018-12-26 10:36:42",1545820602,NULL,NULL
116,Chau,Ed,ProfilePic_116.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
117,Gordon,Richard,21.jpg,"2018-05-04 02:23:08",NULL,1525400588,TT-GeneralPublic,"2018-05-04 02:23:08",1525400588,NULL,NULL
118,Daly,Tom,ProfilePic_118.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
119,Patterson,Jim,ProfilePic_119.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
120,Rendon,Anthony,ProfilePic_120.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT_Tool,"2018-04-16 21:08:17",1523912897,NULL,NULL
121,Hall,Joan,NULL,"2018-04-16 21:01:31",M.,1523912491,NULL,"2018-04-16 21:01:31",1523912491,NULL,NULL
122,Damm,Richard,NULL,"2018-04-16 21:01:31",E.,1523912491,NULL,"2018-04-16 21:01:31",1523912491,NULL,NULL
123,Marcoccia,Dean,NULL,"2018-04-16 21:01:31",L.,1523912491,NULL,"2018-04-16 21:01:31",1523912491,NULL,NULL
124,Gelfat,Julie,NULL,"2018-04-16 21:01:31",R.,1523912491,NULL,"2018-04-16 21:01:31",1523912491,NULL,NULL
125,Hart,Alexandra,NULL,"2018-04-16 21:01:31",NULL,1523912491,NULL,"2018-04-16 21:01:31",1523912491,NULL,NULL
126,Adler,Lee,NULL,"2018-04-16 21:01:31",L.,1523912491,NULL,"2018-04-16 21:01:31",1523912491,NULL,NULL
127,Wiegner,Melanie,WIEGNER_MELANIE_L_Filer_ID_L25177.jpg,"2018-04-16 21:08:17",L.,1523912897,NULL,"2018-04-16 21:08:17",1523912897,NULL,NULL
128,Krauss,William,KRAUSS_WILLIAM_E_Filer_ID_L25612.jpg,"2018-04-16 21:08:17",E.,1523912897,NULL,"2018-04-16 21:08:17",1523912897,NULL,NULL
129,Perrin,Larry,Larry.D.Perrin.png,"2018-04-16 21:08:17",D.,1523912897,NULL,"2018-04-16 21:08:17",1523912897,NULL,NULL
130,Meral,Gerald,NULL,"2018-06-22 19:14:46",H.,1529694886,TT-Lobbyist,"2018-06-22 19:14:46",1529694886,NULL,NULL
131,Spelliscy,Sandra,ProfilePic131.png,"2018-04-16 21:08:17",A.,1523912897,NULL,"2018-04-16 21:08:17",1523912897,NULL,NULL
132,Ewert,James,EWERT_JAMES_W_Filer_ID_L25174.jpg,"2018-04-16 21:08:17",W.,1523912897,TT-Lobbyist,"2018-04-16 21:08:17",1523912897,NULL,NULL
133,Newton,Thomas,NEWTON_THOMAS_W_Filer_ID_L23407.jpg,"2018-04-16 21:08:17",W.,1523912897,NULL,"2018-04-16 21:08:17",1523912897,NULL,NULL
134,Guillen,Rosalinda,NULL,"2018-04-16 21:01:31",NULL,1523912491,NULL,"2018-04-16 21:01:31",1523912491,NULL,NULL
135,Guzman,Martha,NULL,"2018-04-16 21:01:31",NULL,1523912491,TT-Lobbyist,"2018-04-16 21:01:31",1523912491,NULL,NULL
136,Renken,Theresa,Theresa.M.Renken.png,"2018-04-16 21:08:17",M.,1523912897,NULL,"2018-04-16 21:08:17",1523912897,NULL,NULL
137,Gurian,Robert,NULL,"2018-04-16 21:01:31",J.,1523912491,NULL,"2018-04-16 21:01:31",1523912491,NULL,NULL
138,Bailey-Breed,Mary,NULL,"2018-04-16 21:01:31",Ann,1523912491,NULL,"2018-04-16 21:01:31",1523912491,NULL,NULL
139,Schiavone,Ralph,NULL,"2018-04-16 21:01:31",NULL,1523912491,NULL,"2018-04-16 21:01:31",1523912491,NULL,NULL
140,Read,Aaron,READ_AARON_L_Filer_ID_L00445.jpg,"2018-04-16 21:08:17",L.,1523912897,TT-Lobbyist,"2018-04-16 21:08:17",1523912897,NULL,NULL
141,Black,Robyn,BLACK_ROBYN_Filer_ID_L25749.jpg,"2018-04-16 21:08:17",A.,1523912897,TT-Lobbyist,"2018-04-16 21:08:17",1523912897,NULL,NULL
142,Perry,Randy,PERRY_RANDY_A_Filer_ID_L23262.jpg,"2018-04-16 21:08:17",A.,1523912897,TT-Lobbyist,"2018-04-16 21:08:17",1523912897,NULL,NULL
143,Baker,Steve,BAKER_STEVE_Filer_ID_L22264.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT-Lobbyist,"2018-04-16 21:08:17",1523912897,NULL,NULL
144,McHale,Terence,MC_HALE_TERENCE_Filer_ID_L25431.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT-Lobbyist,"2018-04-16 21:08:17",1523912897,NULL,NULL
145,Katten,Anne,NULL,"2018-04-16 21:01:31",NULL,1523912491,TT-Lobbyist,"2018-04-16 21:01:31",1523912491,NULL,NULL
146,Schacht,Mark,SCHACHT_MARK_S_Filer_ID_L25881.jpg,"2018-04-16 21:08:17",S.,1523912897,TT-Lobbyist,"2018-04-16 21:08:17",1523912897,NULL,NULL
147,Stammerjohan,David,NULL,"2018-04-16 21:01:31",NULL,1523912491,NULL,"2018-04-16 21:01:31",1523912491,NULL,NULL
148,Hawkins,David,BALLA_HAWKINS_DAVID_G_Filer_ID_L24634.jpg,"2018-04-16 21:08:17",NULL,1523912897,NULL,"2018-04-16 21:08:17",1523912897,NULL,NULL
149,Larson,Judith,ProfilePic149.png,"2018-04-16 21:08:17",NULL,1523912897,TT-GeneralPublic,"2018-04-16 21:08:17",1523912897,NULL,NULL
150,Eddy,Shannon,NULL,"2018-04-16 21:01:31",NULL,1523912491,TT-Lobbyist,"2018-04-16 21:01:31",1523912491,NULL,NULL
151,White,"V. John",WHITE_V_JOHN_Filer_ID_L00351.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT-Lobbyist,"2018-04-16 21:08:17",1523912897,NULL,NULL
152,Ross,Richard,ROSS_RICHARD_Filer_ID_L25756.jpg,"2018-04-16 21:08:17",NULL,1523912897,NULL,"2018-04-16 21:08:17",1523912897,NULL,NULL
153,Gasperoni,Lisa,NULL,"2018-04-16 21:01:31",NULL,1523912491,NULL,"2018-04-16 21:01:31",1523912491,NULL,NULL
154,Anderson,Michael,ANDERSON_MICHAEL_N_Filer_ID_L20563.jpg,"2018-04-16 21:08:17",N.,1523912897,TT-Lobbyist,"2018-04-16 21:08:17",1523912897,NULL,NULL
155,Jones,James,NULL,"2018-04-16 21:01:31",P.,1523912491,NULL,"2018-04-16 21:01:31",1523912491,NULL,NULL
156,Grellmann,Dietmar,GRELLMANN_DIETMAR_Filer_ID_L25741.jpg,"2018-04-16 21:08:17",A.,1523912897,NULL,"2018-04-16 21:08:17",1523912897,NULL,NULL
157,Norwood,John,NORWOOD_JOHN_A_Filer_ID_L00411.jpg,"2018-04-16 21:08:17",A.,1523912897,TT-Lobbyist,"2018-04-16 21:08:17",1523912897,NULL,NULL
158,Cortes,Rosario,NULL,"2018-04-16 21:01:31",P.,1523912491,NULL,"2018-04-16 21:01:31",1523912491,NULL,NULL
159,Baker,Kevin,BAKER_KEVIN_Filer_ID_1232649.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT-Lobbyist,"2018-04-16 21:08:17",1523912897,NULL,NULL
160,Isenberg,Phillip,NULL,"2018-04-16 21:01:31",L.,1523912491,NULL,"2018-04-16 21:01:31",1523912491,NULL,NULL
161,O'Haren,Maureen,O_HAREN_MAUREEN_E_Filer_ID_L24681.jpg,"2018-04-16 21:08:17",NULL,1523912897,TT-Lobbyist,"2018-04-16 21:08:17",1523912897,NULL,NULL
162,Greene,Michael,Michael.J.Greene.png,"2018-04-16 21:08:17",J.,1523912897,NULL,"2018-04-16 21:08:17",1523912897,NULL,NULL
163,Hausey,Willie,HAUSEY_WILLIE_Filer_ID_L00522.jpg,"2018-04-16 21:08:17",NULL,1523912897,NULL,"2018-04-16 21:08:17",1523912897,NULL,NULL
164,Hausey,Frond,NULL,"2018-04-16 21:01:31",Gelee,1523912491,NULL,"2018-04-16 21:01:31",1523912491,NULL,NULL
165,"Mc Caull",John,John.C.McCaull.png,"2018-04-16 21:08:17",C.,1523912897,NULL,"2018-04-16 21:08:17",1523912897,NULL,NULL
166,Barnaby,William,BARNABY_WILLIAM_E_Filer_ID_L00025.jpg,"2018-04-16 21:08:17",E.,1523912897,TT-Lobbyist,"2018-04-16 21:08:17",1523912897,NULL,NULL
167,Ackerman,David,David.Ackerman.png,"2018-04-16 21:08:17",G.,1523912897,NULL,"2018-04-16 21:08:17",1523912897,NULL,NULL
168,Gladfelty,Paul,GLADFELTY_PAUL_P_Filer_ID_L00220.jpg,"2018-04-16 21:08:17",P.,1523912897,TT-Lobbyist,"2018-04-16 21:08:17",1523912897,NULL,NULL
169,Provenza,James,James.R.Provenza.png,"2018-04-16 21:08:17",R.,1523912897,NULL,"2018-04-16 21:08:17",1523912897,NULL,NULL
170,Keeslar,Karen,KEESLAR_KAREN_C_Filer_ID_L00672.jpg,"2018-04-16 21:08:17",C.,1523912897,TT-Lobbyist,"2018-04-16 21:08:17",1523912897,NULL,NULL
171,Hunter,John,NULL,"2018-04-27 22:20:27",M.,1524867627,TT-Lobbyist,"2018-04-27 22:20:27",1524867627,NULL,NULL
172,Falk,John,NULL,"2018-04-16 21:01:31",R.,1523912491,NULL,"2018-04-16 21:01:31",1523912491,NULL,NULL
173,Catzen,Margaret,ProfilePic173.png,"2018-04-16 21:08:17",NULL,1523912897,NULL,"2018-04-16 21:08:17",1523912897,NULL,NULL
174,Foran,John,NULL,"2018-04-16 21:01:31",F.,1523912491,NULL,"2018-04-16 21:01:31",1523912491,NULL,NULL
175,Harris,Richard,HARRIS_RICHARD_C_Filer_ID_L25228.jpg,"2018-04-16 21:08:17",C.,1523912897,TT-Lobbyist,"2018-04-16 21:08:17",1523912897,NULL,NULL
